Session_ID,Timestamp,Source_Log,Vehicle_Speed_kmh,Speed_mps,Accel_X_mps2,Accel_Y_mps2,Accel_Z_mps2,Altitude_m,Road_Grade_pct,Heading_deg,Pitch_deg,Roll_deg,Aero_Force_N,Rolling_Resistance_N,Grade_Force_N,Inertial_Force_N,Estimated_Road_Load_N,Estimated_Wheel_Power_kW,Estimated_Wheel_Torque_Nm,Estimated_Motor_Torque_Nm,Battery_Voltage_V,Battery_Current_A,Battery_Power_kW,Available_Charge_Power_kW,Available_Discharge_Power_kW,Battery_SOC_pct,SOC_Display_pct,Battery_SOH_pct,Battery_Max_Temp_C,Battery_Min_Temp_C,Battery_Temp_C,Battery_Temp_Spread_C,Max_Cell_Voltage_V,Min_Cell_Voltage_V,Cell_Voltage_Spread_V,Ambient_Temp_C,Distance_Total_km,Distance_Trip_km,TPMS_FL,TPMS_FR,TPMS_RL,TPMS_RR,TPMS_Avg,Latitude_deg,Longitude_deg,Drive_Context,Estimated_Powertrain_Efficiency_pct,Data_Quality_Flag,Battery_Power_Calculated_kW,TPMS_Avg_Calculated,Cal_cell_voltage_spread,Cell_Spread_Difference,Battery_Temp_Spread_Calculated_C,Battery_Temp_Spread_Difference,Speed_Calculated_mps,Speed_Difference_mps,Driving_Mode,Driving_Behaviour,Road_Load_Calculated_N,Road_Load_Difference_N,Dominant_Road_Load_Component,SOC_State,Battery_Temp_State,Cell_Voltage_Balance_State
EV6_6429D341,2023-03-28 05:17:35+00:00,00000200-6429D341,3.666,1.0183,0.2372,1.4617,10.0,122.58,10.6056,207.68,1.16,1.2,0.3992,228.2738,2017.4771,462.6276,2708.7777,2.7584,839.7211,102.405,773.7,3.9,3.0174,70.99,249.3,93.0,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-3.5,8414.0,86385.6,34.0,33.2,33.6,33.0,33.45,56.0862,10.1673,Stop_or_Crawl,91.4168,OK,3.02,33.45,0.0,0.0,1.0,0.0,1.018333333333333,-3.333333333332966e-05,Crawl,Coasting,2708.7776999999996,4.547473508864641e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:17:40+00:00,00000200-6429D341,9.1198,2.5333,1.2117,0.7959,10.0944,121.5,-8.5265,301.675,-2.825,-0.05,2.4705,228.7241,-1625.1893,2362.8827,968.888,2.4544,300.3553,36.6287,764.6,43.5,33.2601,71.49,249.3,93.0,95.0,100.0,2.0,1.0,0.0,1.0,4.0,3.98,0.02,,8414.0,86410.0,34.0,33.2,33.6,33.0,33.45,56.0863,10.167,Urban,7.3796,OK,33.26,33.45,0.02,-1.7347234759768068e-17,1.0,0.0,2.5332777777777777,2.2222222222367805e-05,Crawl,Accelerating,968.8880000000001,-1.1368683772161603e-13,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:17:45+00:00,00000200-6429D341,15.491,4.3031,0.1658,0.6735,10.1148,119.34,-8.5265,298.16,-1.2,0.68,7.1283,228.7241,-1625.1893,323.3418,-1065.995,-4.587,-330.4585,-40.2998,760.2,55.9,42.4952,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,3.96,3.96,0.0,-3.5,8414.0,86469.0,34.0,33.2,33.6,33.0,33.45,56.0866,10.1662,Urban,-10.7942,OK,42.5,33.45,0.0,0.0,1.0,0.0,4.303055555555555,4.444444444473561e-05,City,Coasting,-1065.9951,0.00010000000020227162,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:17:50+00:00,00000200-6429D341,15.379,4.2719,-1.2704,0.9031,9.8546,116.7167,-8.5265,298.42,-3.04,1.44,7.0256,228.7241,-1625.1893,-2477.2959,-3866.7355,-16.5185,-1198.688,-146.1815,781.9,-37.5,-29.3212,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.08,4.08,0.0,-3.5,8414.0,86549.0,34.0,33.2,33.6,33.0,33.45,56.0869,10.165,Urban,,OK,-29.32,33.45,0.0,0.0,1.0,0.0,4.271944444444444,-4.444444444473561e-05,City,Braking,-3866.7355,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:17:55+00:00,00000200-6429D341,13.4652,3.7403,-0.3125,2.005,10.2875,112.8667,-8.5265,273.125,-2.2,-0.325,5.3859,228.7241,-1625.1893,-609.375,-2000.4543,-7.4824,-620.1408,-75.6269,775.8,-4.8,-3.7238,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.06,4.06,0.0,,8414.0,86619.0,34.0,33.2,33.6,33.0,33.45,56.0871,10.1639,Urban,,OK,-3.72,33.45,0.0,0.0,1.0,0.0,3.740333333333333,-3.333333333310762e-05,City,Coasting,-2000.4543,0.0,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:00+00:00,00000200-6429D341,14.4085,3.9885,-0.1837,-1.25,10.2092,111.2167,-8.2738,279.1167,-0.5333,1.15,6.1241,228.7723,-1577.3553,-358.1633,-1700.6222,-6.7829,-527.1929,-64.2918,770.1,20.6,15.8641,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,-3.5,8414.0,86694.6667,34.0,33.2,33.6,33.6,33.6,56.0871,10.1629,Urban,-42.7563,OK,15.86,33.6,0.0,0.0,1.0,0.0,4.002361111111111,-0.0138611111111108,City,Coasting,-1700.6221999999998,-2.2737367544323206e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:00+00:00,00000200-6429D341,14.3585,3.9885,-0.1837,-1.25,10.2092,111.2167,-8.2738,279.1167,-0.5333,1.15,6.1241,228.7723,-1577.3553,-358.1633,-1700.6222,-6.7829,-527.1929,-64.2918,770.1,20.6,15.8641,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,-3.5,8414.0,86694.6667,34.0,33.2,33.6,33.6,33.6,56.0871,10.1629,Urban,-42.7563,OK,15.86,33.6,0.0,0.0,1.0,0.0,3.9884722222222218,2.7777777778403845e-05,City,Coasting,-1700.6221999999998,-2.2737367544323206e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:05+00:00,00000200-6429D341,14.739,4.0942,0.0791,0.3903,10.1556,112.78,-8.2738,300.66,1.7,0.24,6.453,228.7723,-1577.3553,154.2092,-1187.9208,-4.8635,-368.2555,-44.9092,766.7,30.3,23.231,71.49,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,-4.0,8414.0,86775.8,34.2,33.0,34.0,33.6,33.7,56.0874,10.1617,Urban,-20.9356,OK,23.23,33.7,0.0,0.0,1.0,0.0,4.094166666666667,3.333333333266353e-05,City,Coasting,-1187.9207999999999,-2.2737367544323206e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:10+00:00,00000200-6429D341,15.2015,4.2226,0.2245,0.7398,10.0969,114.625,-3.6524,300.3,1.175,1.15,6.8644,229.401,-698.2133,437.7551,-24.1928,-0.1022,-7.4998,-0.9146,763.1,44.3,33.8053,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,3.98,3.98,0.0,-4.0,8414.0,86842.75,34.2,33.0,34.0,33.6,33.7,56.0877,10.1607,Urban,-0.3022,OK,33.81,33.7,0.0,0.0,1.0,0.0,4.222638888888889,-3.888888888869957e-05,City,Coasting,-24.192799999999977,-2.1316282072803006e-14,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:15+00:00,00000200-6429D341,15.6063,4.3351,-0.64,0.625,9.4975,113.8333,-3.6524,300.7667,-3.1667,0.8,7.2348,229.401,-698.2133,-1248.0,-1709.5774,-7.4112,-529.969,-64.6304,770.9,9.2,7.0923,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,-4.0,8414.8333,86919.6667,34.2,33.0,34.0,33.6,33.7,56.0881,10.1596,Urban,-104.4964,OK,7.09,33.7,0.0,0.0,1.0,0.0,4.335083333333333,1.6666666666331764e-05,City,Braking,-1709.5774999999999,9.999999997489795e-05,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:20+00:00,00000200-6429D341,15.6964,4.3601,-0.648,0.8061,10.3214,108.38,-3.6524,301.48,-1.0,1.14,7.3186,229.401,-698.2133,-1263.5204,-1725.0141,-7.5213,-534.7544,-65.2139,775.0,-4.1,-3.1775,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-4.0,8415.0,87007.0,34.2,33.0,34.0,33.2,33.6,56.0884,10.1585,Urban,,OK,-3.18,33.6,0.0,0.0,1.0,0.0,4.360111111111111,-1.1111111111183902e-05,City,Braking,-1725.0141,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:25+00:00,00000200-6429D341,14.6752,4.0765,-0.1199,1.2372,9.7168,107.825,-3.6524,292.975,-0.5,2.175,6.3973,229.401,-698.2133,-233.801,-696.216,-2.8381,-215.827,-26.3204,771.1,18.0,13.8798,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,-4.0,8415.0,87074.0,34.0,33.2,33.6,33.2,33.5,56.0887,10.1575,Urban,-20.4477,OK,13.88,33.5,0.0,0.0,1.0,0.0,4.076444444444444,5.555555555591951e-05,City,Coasting,-696.2159999999999,-1.1368683772161603e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:30+00:00,00000200-6429D341,15.3834,4.2732,-0.2321,1.0791,10.3648,105.8,-3.6524,292.18,-1.58,2.92,7.0296,229.401,-698.2133,-452.6786,-914.4612,-3.9076,-283.483,-34.5711,773.9,12.4,9.5964,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.02,0.02,-4.0,8415.0,87142.4,34.0,33.2,33.6,33.2,33.5,56.089,10.1565,Urban,-40.7201,OK,9.6,33.5,0.0200000000000004,-4.614364446098307e-16,1.0,0.0,4.273166666666667,3.333333333355171e-05,City,Coasting,-914.4612999999999,9.999999997489795e-05,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:30+00:00,00000200-6429D341,15.3834,4.2732,-0.2321,1.0791,10.3648,105.8,-3.6524,292.18,-1.58,2.92,7.0296,229.401,-698.2133,-452.6786,-914.4612,-3.9076,-283.483,-34.5711,773.9,12.4,9.5964,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.02,0.02,-4.0,8415.0,87142.4,34.0,33.2,33.6,33.2,33.5,56.089,10.1565,Urban,-40.7201,OK,9.6,33.5,0.0200000000000004,-4.614364446098307e-16,1.0,0.0,4.273166666666667,3.333333333355171e-05,City,Coasting,-914.4612999999999,9.999999997489795e-05,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:35+00:00,00000200-6429D341,15.3732,4.2703,-0.5714,-0.6786,10.0408,104.725,-2.723,294.65,-0.525,2.35,7.0204,229.4689,-520.6941,-1114.2857,-1398.4905,-5.972,-433.5321,-52.8698,778.5,-12.3,-9.5756,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-3.5,8415.0,87212.25,34.0,33.2,33.6,33.2,33.5,56.0892,10.1555,Urban,,OK,-9.58,33.5,0.0,0.0,1.0,0.0,4.270333333333333,-3.333333333355171e-05,City,Braking,-1398.4904999999999,-2.2737367544323206e-13,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:40+00:00,00000200-6429D341,14.707,4.0853,0.3425,-0.17,10.0825,105.06,-2.723,336.82,0.38,2.38,6.425,229.4689,-520.6941,667.875,383.0749,1.565,118.7532,14.4821,769.1,30.5,23.4575,71.97,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,-3.5,8415.0,87293.2,34.0,33.2,33.6,33.2,33.5,56.0897,10.1546,Urban,6.6715,OK,23.46,33.5,0.0,0.0,1.0,0.0,4.085277777777778,2.2222222222367805e-05,City,Coasting,383.0748,0.00010000000003174137,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:45+00:00,00000200-6429D341,16.289,4.5247,-0.1403,0.4745,9.9694,105.975,1.0622,348.125,0.05,1.925,7.8816,229.5411,203.177,-273.5969,167.0027,0.7556,51.7708,6.3135,767.2,33.1,25.3943,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.0,3.98,0.02,-4.0,8415.0,87376.0,34.0,33.2,34.0,33.6,33.7,56.0904,10.1543,Urban,2.9756,OK,25.39,33.7,0.02,-1.7347234759768068e-17,1.0,0.0,4.524722222222223,-2.2222222222367805e-05,City,Coasting,167.00279999999998,-9.999999997489795e-05,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:50+00:00,00000200-6429D341,15.2518,4.2366,-0.7679,1.3827,9.9643,106.2,1.0622,352.375,-0.2,2.85,6.9098,229.5411,203.177,-1497.3214,-1057.6936,-4.481,-327.885,-39.986,777.2,-7.4,-5.7513,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-4.0,8415.0,87443.0,34.0,33.2,34.0,33.6,33.7,56.091,10.1541,Urban,,OK,-5.75,33.7,0.0,0.0,1.0,0.0,4.23661111111111,-1.1111111110295724e-05,City,Braking,-1057.6935,-9.999999997489795e-05,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:18:55+00:00,00000200-6429D341,12.0724,3.3534,-0.5204,1.6709,10.0128,105.12,1.0622,332.1,1.1,1.46,4.3293,229.5411,203.177,-1014.7959,-577.7486,-1.9374,-179.1021,-21.8417,777.2,-4.3,-3.342,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-4.0,8415.0,87517.0,34.0,33.2,34.0,33.6,33.7,56.0916,10.1538,Urban,,OK,-3.34,33.7,0.0,0.0,1.0,0.0,3.3534444444444444,-4.444444444429152e-05,City,Braking,-577.7484999999999,-0.00010000000008858478,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:00+00:00,00000200-6429D341,9.8752,2.7431,0.2125,2.085,10.1425,105.625,0.4575,309.55,-0.65,1.2,2.8968,229.5516,87.5138,414.375,734.3372,2.0144,227.6445,27.7615,775.2,7.9,6.1241,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,4.04,4.02,0.02,-4.0,8415.0,87565.0,34.0,33.2,34.0,33.6,33.7,56.092,10.1533,Urban,32.8928,OK,6.12,33.7,0.0200000000000004,-4.614364446098307e-16,1.0,0.0,2.743111111111111,-1.1111111110739811e-05,Crawl,Coasting,734.3372,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:05+00:00,00000200-6429D341,13.067,3.6297,0.6735,0.1556,10.0816,105.44,0.4575,288.38,0.48,2.26,5.072,229.5516,87.5138,1313.2653,1635.4027,5.9361,506.9748,61.8262,764.3,50.0,38.215,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,3.98,3.96,0.02,,8415.0,87627.4,34.2,33.6,34.0,33.6,33.85,56.0922,10.1524,Urban,15.5333,OK,38.22,33.85,0.02,-1.7347234759768068e-17,1.0,0.0,3.629722222222222,-2.2222222221923715e-05,City,Accelerating,1635.4027,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:05+00:00,00000200-6429D341,13.067,3.6297,0.6735,0.1556,10.0816,105.44,0.4575,288.38,0.48,2.26,5.072,229.5516,87.5138,1313.2653,1635.4027,5.9361,506.9748,61.8262,764.3,50.0,38.215,72.46,249.3,92.5,95.0,100.0,2.0,1.0,0.0,1.0,3.98,3.96,0.02,,8415.0,87627.4,34.2,33.6,34.0,33.6,33.85,56.0922,10.1524,Urban,15.5333,OK,38.22,33.85,0.02,-1.7347234759768068e-17,1.0,0.0,3.629722222222222,-2.2222222221923715e-05,City,Accelerating,1635.4027,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:10+00:00,00000200-6429D341,15.7382,4.3717,-0.2015,0.2653,10.0587,105.54,0.4575,301.42,-0.2,2.28,7.3576,229.5516,87.5138,-392.9847,-68.5617,-0.2997,-21.2541,-2.592,770.2,19.6,15.0959,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,-4.0,8415.0,87702.0,34.2,33.6,34.0,33.6,33.85,56.0925,10.1513,Urban,-1.9855,OK,15.1,33.85,0.0,0.0,1.0,0.0,4.371722222222222,-2.2222222222367805e-05,City,Coasting,-68.56169999999997,-2.842170943040401e-14,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:15+00:00,00000200-6429D341,15.051,4.1808,-0.4439,1.1556,10.0561,105.0,0.4575,308.62,-0.06,1.46,6.7291,229.5516,87.5138,-865.5612,-541.7667,-2.265,-167.9477,-20.4814,773.9,5.5,4.2564,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,,8415.0,87779.6,34.2,33.6,34.0,33.6,33.85,56.0929,10.1503,Urban,-53.2142,OK,4.26,33.85,0.0,0.0,1.0,0.0,4.180833333333333,-3.333333333355171e-05,City,Coasting,-541.7667,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:20+00:00,00000200-6429D341,13.743,3.8175,0.1607,1.5408,10.0689,105.42,0.4575,289.32,0.58,-0.38,5.6104,229.5516,87.5138,313.3929,636.0686,2.4282,197.1813,24.0465,772.4,13.6,10.5046,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,,8415.0,87850.4,34.2,33.6,34.0,33.6,33.85,56.0932,10.1494,Urban,23.1154,OK,10.5,33.85,0.0,0.0,1.0,0.0,3.8175,0.0,City,Coasting,636.0687,-0.00010000000008858478,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:25+00:00,00000200-6429D341,13.745,3.8181,-0.8475,0.835,9.98,105.74,0.4575,277.54,-0.96,1.16,5.612,229.5516,87.5138,-1652.625,-1329.9476,-5.0778,-412.2838,-50.2785,778.4,-14.4,-11.209,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.04,4.04,0.0,-4.0,8416.0,87920.2,34.0,33.2,34.0,33.6,33.7,56.0933,10.1483,Urban,,OK,-11.21,33.7,0.0,0.0,1.0,0.0,3.818055555555555,4.444444444473561e-05,City,Braking,-1329.9476,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:30+00:00,00000200-6429D341,10.9656,3.046,-0.3673,-1.2959,10.1276,105.0,-1.3066,294.92,-0.24,2.28,3.5718,229.5344,-249.925,-716.3265,-733.1452,-2.2332,-227.275,-27.7165,779.7,-15.2,-11.8514,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.06,4.04,0.02,,8416.0,87981.0,34.0,33.2,34.0,33.6,33.7,56.0934,10.1473,Urban,,OK,-11.85,33.7,0.0199999999999995,4.2674197509029455e-16,1.0,0.0,3.046,0.0,City,Coasting,-733.1453,9.999999997489795e-05,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:35+00:00,00000200-6429D341,12.6252,3.507,0.4133,0.4694,10.1097,105.14,-1.3066,341.0,-0.26,1.62,4.7348,229.5344,-249.925,805.8673,790.2116,2.7713,244.9656,29.8739,762.8,55.8,42.5642,72.95,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,3.96,3.96,0.0,-4.0,8416.0,88038.2,34.0,33.2,34.0,33.6,33.7,56.0938,10.1468,Urban,6.5108,OK,42.56,33.7,0.0,0.0,1.0,0.0,3.507,4.440892098500626e-16,City,Coasting,790.2115,9.999999997489795e-05,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:40+00:00,00000200-6429D341,13.9392,3.872,-0.0816,0.449,10.0102,104.85,-1.4979,344.0,0.0,-0.225,5.7717,229.5283,-286.5141,-159.1837,-210.3978,-0.8147,-65.2233,-7.9541,771.9,13.8,10.6522,73.44,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.0,0.02,,8416.0,88102.75,34.0,33.2,34.0,33.6,33.7,56.0943,10.1465,Urban,-7.6478,OK,10.65,33.7,0.0199999999999995,4.2674197509029455e-16,1.0,0.0,3.872,0.0,City,Coasting,-210.39779999999996,-2.842170943040401e-14,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:45+00:00,00000200-6429D341,13.7762,3.8267,-0.1475,0.335,10.04,104.6,-1.4979,278.62,-0.02,3.3,5.6375,229.5283,-286.5141,-287.625,-338.9733,-1.2972,-105.0817,-12.8148,775.0,0.6,0.465,73.44,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,-4.0,8416.0,88175.8,34.6,33.6,34.0,33.6,33.95,56.095,10.1462,Urban,,OK,0.46,33.95,0.0,0.0,1.0,0.0,3.826722222222222,-2.2222222221923715e-05,City,Coasting,-338.9733,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:50+00:00,00000200-6429D341,15.8072,4.3909,0.7066,1.4515,10.1224,104.0,-1.3066,279.38,-0.32,0.48,7.4223,229.5344,-249.925,1377.9337,1364.9654,5.9934,423.1393,51.6024,761.4,59.5,45.3033,73.44,249.3,92.5,94.5,100.0,2.0,1.0,0.0,1.0,3.96,3.96,0.0,,8416.0,88248.4,34.6,33.6,34.0,33.6,33.95,56.0956,10.1461,Urban,13.2295,OK,45.3,33.95,0.0,0.0,1.0,0.0,4.390888888888889,1.1111111111183902e-05,City,Accelerating,1364.9654,0.0,Inertial_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:19:55+00:00,00000200-6429D341,18.7362,5.2045,0.0077,0.9796,10.375,102.98,-1.3066,344.68,-0.32,2.2,10.4277,229.5344,-249.925,14.9235,4.9607,0.0258,1.5378,0.1875,768.4,24.6,18.9026,73.93,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.0,3.98,0.02,,8416.0,88337.2,34.6,33.6,34.0,33.6,33.95,56.0964,10.1457,Urban,0.1366,OK,18.9,33.95,0.02,-1.7347234759768068e-17,1.0,0.0,5.2045,0.0,City,Coasting,4.960599999999982,0.00010000000001841869,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:00+00:00,00000200-6429D341,19.254,5.3483,-0.0587,0.7781,10.0281,102.74,-0.8975,344.64,0.26,1.88,11.0121,229.5448,-171.6757,-114.4133,-45.5322,-0.2435,-14.115,-1.7213,768.5,23.8,18.2903,73.93,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.0,3.98,0.02,,8416.0,88432.6,34.6,33.6,34.0,33.6,33.95,56.0972,10.1453,Urban,-1.3314,OK,18.29,33.95,0.02,-1.7347234759768068e-17,1.0,0.0,5.348333333333334,-3.333333333355171e-05,City,Coasting,-45.5321,-0.00010000000000331966,Rolling_Resistance_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:05+00:00,00000200-6429D341,18.8985,5.2496,-0.0536,0.8036,10.0867,103.825,-0.8975,345.075,1.0,1.475,10.6092,229.5448,-171.6757,-104.4643,-35.9861,-0.1889,-11.1557,-1.3604,769.6,18.7,14.3915,73.93,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,,8416.0,88523.25,34.6,33.6,34.0,33.6,33.95,56.098,10.145,Urban,-1.3127,OK,14.39,33.95,0.0,0.0,1.0,0.0,5.249583333333333,1.6666666667219943e-05,City,Coasting,-35.986000000000004,-9.999999999621423e-05,Rolling_Resistance_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:10+00:00,00000200-6429D341,17.8934,4.9704,-0.04,0.8125,10.01,106.52,-0.8975,344.92,1.7,1.68,9.5107,229.5448,-171.6757,-78.0,-10.6203,-0.0528,-3.2923,-0.4015,768.7,22.1,16.9883,74.42,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,,8416.0,88619.8,34.2,33.6,34.0,33.6,33.85,56.0988,10.1446,Urban,-0.3107,OK,16.99,33.85,0.0,0.0,1.0,0.0,4.9703888888888885,1.1111111111183902e-05,City,Coasting,-10.620200000000011,-9.99999999891088e-05,Rolling_Resistance_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:15+00:00,00000200-6429D341,16.2868,4.5241,-0.3444,0.824,9.7781,109.1,4.1337,344.88,0.9,1.68,7.8795,229.3581,790.074,-671.5561,355.7556,1.6095,110.2842,13.4493,771.4,8.1,6.2483,74.42,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,,8416.0,88705.2,34.2,33.6,34.0,33.6,33.85,56.0996,10.1442,Urban,25.7585,OK,6.25,33.85,0.0,0.0,1.0,0.0,4.524111111111111,-1.1111111111183902e-05,City,Coasting,355.7555,0.00010000000003174137,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:20+00:00,00000200-6429D341,16.1094,4.4748,-0.3878,0.8367,10.1633,107.2,10.8442,345.0,-1.72,1.92,7.7088,228.216,2062.3545,-756.1224,1542.1569,6.9009,478.0686,58.3011,773.7,3.3,2.5532,74.42,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,,8416.0,88785.4,34.2,33.6,34.0,33.6,33.85,56.1003,10.1439,Urban,270.2831,OK,2.55,33.85,0.0,0.0,1.0,0.0,4.474833333333334,-3.333333333355171e-05,City,Coasting,1542.1569000000002,-2.2737367544323206e-13,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:25+00:00,00000200-6429D341,15.6202,4.3389,-0.1301,1.0893,10.1939,106.04,11.4056,345.06,1.06,2.96,7.2477,228.0753,2167.7714,-253.699,2149.3954,9.3261,666.3126,81.2576,772.2,12.1,9.3436,74.42,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.0,0.02,,8416.2,88865.4,34.2,33.6,34.0,33.6,33.85,56.101,10.1435,Urban,99.8126,OK,9.34,33.85,0.0199999999999995,4.2674197509029455e-16,1.0,0.0,4.3389444444444445,-4.444444444473561e-05,City,Coasting,2149.3954,0.0,Grade_Force_N,Very High,Cold,Low
EV6_6429D341,2023-03-28 05:20:30+00:00,00000200-6429D341,13.0258,3.6183,-0.6633,0.9209,10.023,108.525,11.4056,345.05,2.45,2.65,5.04,228.0753,2167.7714,-1293.3673,1107.5194,4.0073,343.331,41.8696,773.6,5.2,4.0227,74.42,249.3,92.0,94.5,100.0,2.0,1.0,0.0,1.0,4.02,4.02,0.0,,8417.0,88941.25,34.2,33.6,34.6,33.6,34.0,56.1016,10.1432,Urban,99.6166,OK,4.02,34.0,0.0,0.0,1.0,0.0,3.6182777777777777,2.2222222222367805e-05,City,Braking,1107.5194000000001,-2.2737367544323206e-13,Grade_Force_N,Very High,Cold,Low
